TIME,STOCK,STOCK2,FAI,,PE,,MEANALL,,MEANSP
140326,2063,20.63,20.8,,10.7,,17.37666667,,15.665
140327,2046,20.46,20.7,,10.6,,17.25333333,,15.53
140328,2041,20.41,20.7,,10.6,,17.23666667,,15.505
140331,2033,20.33,11.5,,10.6,,14.14333333,,15.465
140401,2047,20.47,11.5,,10.7,,14.22333333,,15.585
140402,2058,20.58,11.6,,10.7,,14.29333333,,15.64
140403,2043,20.43,11.5,,10.6,,14.17666667,,15.515
140404,2058,20.58,11.6,,10.7,,14.29333333,,15.64
140408,2098,20.98,12.3,,10.9,,14.72666667,,15.94
140409,2105,21.05,12.3,,11,,14.78333333,,16.025
140410,2134,21.34,12.3,,11.1,,14.91333333,,16.22
140411,2130,21.3,12.3,,11.1,,14.9,,16.2
140414,2131,21.31,12.2,,11.1,,14.87,,16.205
140415,2101,21.01,12.1,,10.9,,14.67,,15.955
140416,2105,21.05,12.1,,11,,14.71666667,,16.025
140417,2098,20.98,12.1,,10.9,,14.66,,15.94
140418,2097,20.97,12.1,,10.9,,14.65666667,,15.935
140421,2065,20.65,14.2,,10.8,,15.21666667,,15.725
140422,2072,20.72,14.3,,10.8,,15.27333333,,15.76
140423,2067,20.67,14.2,,10.8,,15.22333333,,15.735
140424,2057,20.57,14.2,,10.7,,15.15666667,,15.635
140425,2036,20.36,14.2,,10.6,,15.05333333,,15.48
140428,2003,20.03,15.7,,10.4,,15.37666667,,15.215
140429,2020,20.2,15.8,,10.5,,15.5,,15.35
140430,2026,20.26,15.8,,10.6,,15.55333333,,15.43
140505,2027,20.27,14.2,,9.6,,14.69,,14.935
140506,2028,20.28,14.2,,9.6,,14.69333333,,14.94
140507,2010,20.1,14.1,,9.5,,14.56666667,,14.8
140508,2015,20.15,14.1,,9.6,,14.61666667,,14.875
140509,2011,20.11,14.1,,9.6,,14.60333333,,14.855
140512,2052,20.52,13,,9.8,,14.44,,15.16
140513,2050,20.5,13,,9.7,,14.4,,15.1
140514,2047,20.47,13,,9.7,,14.39,,15.085
140515,2024,20.24,12.9,,9.6,,14.24666667,,14.92
140519,2026,20.26,13,,9.6,,14.28666667,,14.93
140520,2005,20.05,8.8,,9.5,,12.78333333,,14.775
140521,2008,20.08,8.8,,9.5,,12.79333333,,14.79
140521,2024,20.24,8.9,,9.6,,12.91333333,,14.92
140522,2021,20.21,8.9,,9.6,,12.90333333,,14.905
140523,2034,20.34,8.9,,9.7,,12.98,,15.02
140526,2041,20.41,9.7,,9.7,,13.27,,15.055
140527,2034,20.34,9.7,,9.7,,13.24666667,,15.02
140528,2050,20.5,9.7,,9.7,,13.3,,15.1
140529,2040,20.4,9.7,,9.7,,13.26666667,,15.05
140530,2039,20.39,9.7,,9.7,,13.26333333,,15.045
140603,2038,20.38,19.6,,9.7,,16.56,,15.04
140604,2024,20.24,19.6,,9.6,,16.48,,14.92
140605,2040,20.4,19.7,,9.7,,16.6,,15.05
140606,2029,20.29,19.6,,9.7,,16.53,,14.995
140609,2030,20.3,26.3,,9.7,,18.76666667,,15
140610,2052,20.52,26.4,,9.8,,18.90666667,,15.16
140611,2054,20.54,26.4,,9.8,,18.91333333,,15.17
140612,2051,20.51,26.3,,9.8,,18.87,,15.155
140613,2070,20.7,26.4,,9.9,,19,,15.3
140616,2085,20.85,14.8,,9.9,,15.18333333,,15.375
140617,2066,20.66,14.7,,9.8,,15.05333333,,15.23
140618,2055,20.55,14.7,,9.8,,15.01666667,,15.175
140619,2023,20.23,14.7,,9.6,,14.84333333,,14.915
140620,2026,20.26,14.7,,9.6,,14.85333333,,14.93
140623,2024,20.24,13.9,,9.6,,14.58,,14.92
140624,2033,20.33,13.9,,9.7,,14.64333333,,15.015
140625,2025,20.25,13.9,,9.6,,14.58333333,,14.925
140626,2038,20.38,13.9,,9.7,,14.66,,15.04
140627,2036,20.36,13.9,,9.7,,14.65333333,,15.03
140630,2038,20.38,17.6,,9.7,,15.89333333,,15.04
140701,2050,20.5,17.6,,9.8,,15.96666667,,15.15
140703,2059,20.59,17.7,,9.8,,16.03,,15.195
140704,2063,20.63,17.7,,9.8,,16.04333333,,15.215
140704,2059,20.59,17.7,,9.8,,16.03,,15.195
140707,2059,20.59,25,,9.8,,18.46333333,,15.195
140708,2064,20.64,25,,9.8,,18.48,,15.22
140709,2038,20.38,25,,9.7,,18.36,,15.04
140710,2038,20.38,25,,9.7,,18.36,,15.04
140711,2046,20.46,25,,9.8,,18.42,,15.13
140714,2066,20.66,17.2,,9.8,,15.88666667,,15.23
140715,2070,20.7,17.3,,9.9,,15.96666667,,15.3
140716,2067,20.67,17.3,,9.9,,15.95666667,,15.285
140717,2055,20.55,17.2,,9.8,,15.85,,15.175
140718,2059,20.59,17.2,,9.8,,15.86333333,,15.195
140721,2054,20.54,14.3,,9.8,,14.88,,15.17
140722,2075,20.75,14.3,,9.9,,14.98333333,,15.325
140723,2078,20.78,14.3,,9.9,,14.99333333,,15.34
140724,2105,21.05,14.3,,10,,15.11666667,,15.525
140725,2126,21.26,14.3,,10.1,,15.22,,15.68
140728,2177,21.77,14,,10.4,,15.39,,16.085
140729,2183,21.83,14.1,,10.4,,15.44333333,,16.115
140730,2181,21.81,14,,10.4,,15.40333333,,16.105
140731,2201,22.01,14.1,,10.5,,15.53666667,,16.255
140801,2185,21.85,14.1,,10.4,,15.45,,16.125
140804,2223,22.23,22.8,,10.6,,18.54333333,,16.415
140805,2219,22.19,22.8,,10.6,,18.53,,16.395
140806,2217,22.17,22.8,,10.6,,18.52333333,,16.385
140807,2187,21.87,22.8,,10.4,,18.35666667,,16.135
140808,2194,21.94,22.8,,10.5,,18.41333333,,16.22
140811,2224,22.24,17.7,,10.6,,16.84666667,,16.42
140812,2221,22.21,17.7,,10.6,,16.83666667,,16.405
140813,2222,22.22,17.7,,10.6,,16.84,,16.41
140814,2206,22.06,17.7,,10.5,,16.75333333,,16.28
140815,2226,22.26,17.7,,10.6,,16.85333333,,16.43
140818,2239,22.39,15.1,,10.7,,16.06333333,,16.545
140819,2245,22.45,15.1,,10.7,,16.08333333,,16.575
140820,2240,22.4,15.1,,10.7,,16.06666667,,16.55
140821,2230,22.3,15.1,,10.7,,16.03333333,,16.5
140822,2240,22.4,15.1,,10.7,,16.06666667,,16.55
140825,2229,22.29,23.5,,10.7,,18.83,,16.495
140826,2207,22.07,23.5,,10.6,,18.72333333,,16.335
140827,2209,22.09,23.5,,10.6,,18.73,,16.345
140828,2159,21.59,23.5,,10.5,,18.53,,16.045
140829,2217,22.17,23.5,,10.6,,18.75666667,,16.385
140901,2235,22.35,20.5,,10.7,,17.85,,16.525
140902,2266,22.66,20.5,,10.8,,17.98666667,,16.73
140903,2288,22.88,20.5,,10.9,,18.09333333,,16.89
140904,2306,23.06,20.5,,11,,18.18666667,,17.03
140905,2326,23.26,20.5,,11.1,,18.28666667,,17.18
140909,2315,23.15,15.5,,11.1,,16.58333333,,17.125
140910,2318,23.18,15.5,,11.1,,16.59333333,,17.14
140911,2311,23.11,15.5,,11.1,,16.57,,17.105
140912,2331,23.31,15.5,,11.2,,16.67,,17.255
140915,2339,23.39,18.7,,11.2,,17.76333333,,17.295
140916,2296,22.96,18.7,,11.1,,17.58666667,,17.03
140917,2307,23.07,18.7,,11.1,,17.62333333,,17.085
140918,2315,23.15,18.7,,11.1,,17.65,,17.125
140919,2329,23.29,18.7,,11.2,,17.73,,17.245
140922,2289,22.89,17.2,,11,,17.03,,16.945
140923,2309,23.09,17.2,,11.1,,17.13,,17.095
140924,2343,23.43,17.2,,11.3,,17.31,,17.365
140925,2345,23.45,17.2,,11.3,,17.31666667,,17.375
140926,2347,23.47,17.2,,11.3,,17.32333333,,17.385
140929,2357,23.57,21.2,,11.4,,18.72333333,,17.485
140930,2363,23.63,21.2,,11.4,,18.74333333,,17.515
141008,2382,23.82,30.2,,11.5,,21.84,,17.66
141009,2389,23.89,30.2,,11.5,,21.86333333,,17.695
141010,2374,23.74,30.2,,11.5,,21.81333333,,17.62
141013,2366,23.66,35.9,,11.4,,23.65333333,,17.53
141014,2359,23.59,35.9,,11.4,,23.63,,17.495
141015,2373,23.73,35.9,,11.5,,23.71,,17.615
141016,2356,23.56,35.9,,11.4,,23.62,,17.48
141017,2341,23.41,35.9,,11.3,,23.53666667,,17.355
141020,2356,23.56,16.7,,11.4,,17.22,,17.48
141021,2339,23.39,16.7,,11.3,,17.13,,17.345
141022,2326,23.26,16.7,,11.2,,17.05333333,,17.23
141023,2302,23.02,16.7,,11.1,,16.94,,17.06
141024,2302,23.02,16.7,,11.1,,16.94,,17.06
141027,2290,22.9,14.9,,11.1,,16.3,,17
141028,2337,23.37,14.9,,11.3,,16.52333333,,17.335
141029,2373,23.73,14.9,,11.5,,16.71,,17.615
141030,2391,23.91,14.9,,11.6,,16.80333333,,17.755
141031,2420,24.2,14.9,,11.7,,16.93333333,,17.95
141103,2430,24.3,27.4,,11.7,,21.13333333,,18
141104,2430,24.3,27.4,,11.8,,21.16666667,,18.05
141105,2419,24.19,27.4,,11.7,,21.09666667,,17.945
141106,2425,24.25,27.4,,11.7,,21.11666667,,17.975
141107,2418,24.18,27.4,,11.7,,21.09333333,,17.94
141110,2473,24.73,17.3,,12,,18.01,,18.365
141111,2469,24.69,17.3,,12,,17.99666667,,18.345
141112,2494,24.94,17.3,,12.1,,18.11333333,,18.52
141113,2485,24.85,17.3,,12.1,,18.08333333,,18.475
141114,2478,24.78,17.3,,12,,18.02666667,,18.39
141117,2474,24.74,22.7,,12,,19.81333333,,18.37
141118,2456,24.56,22.7,,11.9,,19.72,,18.23
141119,2450,24.5,22.7,,11.9,,19.7,,18.2
141120,2452,24.52,22.7,,11.9,,19.70666667,,18.21
141121,2486,24.86,22.7,,12.1,,19.88666667,,18.48
141124,2532,25.32,18.7,,12.3,,18.77333333,,18.81
141125,2567,25.67,18.7,,12.5,,18.95666667,,19.085
141126,2604,26.04,18.7,,12.6,,19.11333333,,19.32
141127,2630,26.3,18.7,,12.8,,19.26666667,,19.55
141128,2682,26.82,18.7,,13,,19.50666667,,19.91
141201,2680,26.8,33.2,,13,,24.33333333,,19.9
141202,2763,27.63,33.2,,13.4,,24.74333333,,20.515
141203,2779,27.79,33.2,,13.5,,24.83,,20.645
141204,2899,28.99,33.2,,14.1,,25.43,,21.545
141205,2937,29.37,33.2,,14.3,,25.62333333,,21.835
141208,3020,30.2,36.3,,14.8,,27.1,,22.5
141209,2856,28.56,36.3,,14,,26.28666667,,21.28
141210,2940,29.4,36.3,,14.4,,26.7,,21.9
141211,2925,29.25,36.3,,14.3,,26.61666667,,21.775
141212,2938,29.38,36.3,,14.4,,26.69333333,,21.89
141215,2953,29.53,25.6,,14.4,,23.17666667,,21.965
141216,3021,30.21,25.6,,14.8,,23.53666667,,22.505
141217,3061,30.61,25.6,,15,,23.73666667,,22.805
141218,3057,30.57,25.6,,15,,23.72333333,,22.785
141219,3108,31.08,25.6,,15.2,,23.96,,23.14
141222,3127,31.27,23,,15.3,,23.19,,23.285
141223,3032,30.32,23,,14.8,,22.70666667,,22.56
141224,2972,29.72,23,,14.5,,22.40666667,,22.11
141225,3072,30.72,23,,15,,22.90666667,,22.86
141226,3157,31.57,23,,15.5,,23.35666667,,23.535
141229,3168,31.68,23,,15.5,,23.39333333,,23.59
141230,3165,31.65,23,,15.5,,23.38333333,,23.575
141231,3234,32.34,23,,15.9,,23.74666667,,24.12
150105,3350,33.5,23.9,,16.4,,24.6,,24.95
150106,3351,33.51,23.9,,16.5,,24.63666667,,25.005
150107,3373,33.73,23.9,,16.6,,24.74333333,,25.165
150108,3293,32.93,23.9,,16.2,,24.34333333,,24.565
150109,3285,32.85,23.9,,16.2,,24.31666667,,24.525
150112,3229,32.29,14.4,,15.9,,20.86333333,,24.095
150113,3235,32.35,14.4,,16,,20.91666667,,24.175
150114,3222,32.22,14.4,,15.9,,20.84,,24.06
150115,3336,33.36,14.4,,16.5,,21.42,,24.93
150116,3376,33.76,14.4,,16.7,,21.62,,25.23
150119,3116,31.16,26.2,,15.4,,24.25333333,,23.28
150120,3173,31.73,26.2,,15.7,,24.54333333,,23.715
150121,3323,33.23,26.2,,16.4,,25.27666667,,24.815
140122,3343,33.43,26.2,,16.5,,25.37666667,,24.965
150123,3351,33.51,26.2,,16.6,,25.43666667,,25.055
140126,3383,33.83,26.2,,16.7,,25.57666667,,25.265
150127,3352,33.52,26.2,,16.6,,25.44,,25.06
150128,3305,33.05,26.2,,16.3,,25.18333333,,24.675
150129,3262,32.62,26.2,,16.1,,24.97333333,,24.36
150130,3210,32.1,26.2,,15.9,,24.73333333,,24
150202,3128,31.28,16.9,,15.5,,21.22666667,,23.39
150203,3204,32.04,16.9,,15.9,,21.61333333,,23.97
150204,3174,31.74,16.9,,15.7,,21.44666667,,23.72
150205,3136,31.36,16.9,,15.5,,21.25333333,,23.43
150206,3075,30.75,16.9,,15.2,,20.95,,22.975
150209,3095,30.95,14.7,,15.3,,20.31666667,,23.125
150210,3141,31.41,14.7,,15.5,,20.53666667,,23.455
150211,3139,31.39,14.7,,15.6,,20.56333333,,23.495
150212,3173,31.73,14.7,,15.7,,20.71,,23.715
150213,3203,32.03,14.7,,15.9,,20.87666667,,23.965
150216,3222,32.22,14.2,,16,,20.80666667,,24.11
150217,3246,32.46,14.2,,16.1,,20.92,,24.28
150225,3228,32.28,26.4,,16.1,,24.92666667,,24.19
150226,3298,32.98,26.4,,16.4,,25.26,,24.69
150227,3310,33.1,26.4,,16.5,,25.33333333,,24.8
150302,3336,33.36,26.3,,16.6,,25.42,,24.98
150303,3263,32.63,26.3,,16.3,,25.07666667,,24.465
150304,3279,32.79,26.3,,16.3,,25.13,,24.545
150305,3248,32.48,26.3,,16.2,,24.99333333,,24.34
150306,3241,32.41,26.3,,16.2,,24.97,,24.305
150309,3302,33.02,18.5,,16.5,,22.67333333,,24.76
150310,3286,32.86,18.5,,16.4,,22.58666667,,24.63
150311,3290,32.9,18.5,,16.4,,22.6,,24.65
150312,3349,33.49,18.5,,16.7,,22.89666667,,25.095
150313,3372,33.72,18.5,,16.9,,23.04,,25.31
150316,3449,34.49,31,,17.2,,27.56333333,,25.845
150317,3502,35.02,31,,17.5,,27.84,,26.26
150318,3577,35.77,31,,17.9,,28.22333333,,26.835
150319,3582,35.82,31,,17.9,,28.24,,26.86
150320,3617,36.17,31,,18.1,,28.42333333,,27.135
150323,3687,36.87,22.7,,18.5,,26.02333333,,27.685
150324,3691,36.91,22.7,,18.5,,26.03666667,,27.705
150325,3660,36.6,22.7,,18.4,,25.9,,27.5
150326,3682,36.82,22.7,,18.5,,26.00666667,,27.66
150327,3691,36.91,22.7,,18.5,,26.03666667,,27.705
150330,3786,37.86,21.4,,19,,26.08666667,,28.43
150331,3747,37.47,21.4,,18.8,,25.89,,28.135
150401,3810,38.1,21.4,,19.2,,26.23333333,,28.65
150402,3825,38.25,21.4,,19.2,,26.28333333,,28.725
150403,3863,38.63,21.4,,19.4,,26.47666667,,29.015
150407,3961,39.61,16.9,,19.9,,25.47,,29.755
150408,3994,39.94,16.9,,20.1,,25.64666667,,30.02
150409,3957,39.57,16.9,,19.9,,25.45666667,,29.735
150410,4034,40.34,16.9,,20.3,,25.84666667,,30.32
150413,4121,41.21,20.3,,20.8,,27.43666667,,31.005
150414,4135,41.35,20.3,,20.8,,27.48333333,,31.075
150415,4084,40.84,20.3,,20.6,,27.24666667,,30.72
150416,4194,41.94,20.3,,21.1,,27.78,,31.52
150417,4287,42.87,20.3,,21.6,,28.25666667,,32.235
150420,4217,42.17,24,,21.3,,29.15666667,,31.735
150421,4293,42.93,24,,21.6,,29.51,,32.265
150422,4398,43.98,24,,22.2,,30.06,,33.09
150423,4414,44.14,24,,22.2,,30.11333333,,33.17
150424,4393,43.93,24,,22.1,,30.01,,33.015
150427,4527,45.27,33.3,,22.8,,33.79,,34.035
150428,4476,44.76,33.3,,22.6,,33.55333333,,33.68
150429,4476,44.76,33.3,,22.6,,33.55333333,,33.68
150430,4441,44.41,33.3,,22.4,,33.37,,33.405
150504,4480,44.8,26.9,,21.4,,31.03333333,,33.1
150505,4298,42.98,26.9,,20.6,,30.16,,31.79
150506,4229,42.29,26.9,,20.2,,29.79666667,,31.245
150507,4112,41.12,26.9,,19.7,,29.24,,30.41
150508,4205,42.05,26.9,,20.1,,29.68333333,,31.075
150511,4333,43.33,35.4,,20.7,,33.14333333,,32.015
150512,4401,44.01,35.4,,21.1,,33.50333333,,32.555
150513,4375,43.75,35.4,,20.9,,33.35,,32.325
150514,4378,43.78,35.4,,20.9,,33.36,,32.34
150515,4308,43.08,35.4,,20.6,,33.02666667,,31.84
150518,4283,42.83,24.7,,20.5,,29.34333333,,31.665
150519,4417,44.17,24.7,,21.1,,29.99,,32.635
150520,4446,44.46,24.7,,21.3,,30.15333333,,32.88
150521,4529,45.29,24.7,,21.7,,30.56333333,,33.495
150522,4657,46.57,24.7,,22.3,,31.19,,34.435
150525,4813,48.13,26.5,,23.1,,32.57666667,,35.615
150526,4910,49.1,26.5,,23.1,,32.9,,36.1
150527,4941,49.41,26.5,,23.1,,33.00333333,,36.255
150528,4620,46.2,26.5,,22.1,,31.6,,34.15
150529,4611,46.11,26.5,,22.2,,31.60333333,,34.155
150601,4828,48.28,17.8,,23.2,,29.76,,35.74
150602,4910,49.1,17.8,,23.2,,30.03333333,,36.15
150603,4909,49.09,17.8,,23.2,,30.03,,36.145
150604,4947,49.47,17.8,,23.2,,30.15666667,,36.335
150605,5023,50.23,17.8,,23.2,,30.41,,36.715
150608,5131,51.31,40.5,,24.7,,38.83666667,,38.005
150609,5113,51.13,40.5,,24.7,,38.77666667,,37.915
150610,5106,51.06,40.5,,24.7,,38.75333333,,37.88
150611,5121,51.21,40.5,,24.7,,38.80333333,,37.955
150612,5166,51.66,40.5,,24.7,,38.95333333,,38.18
150615,5062,50.62,43.1,,24.3,,39.34,,37.46
150616,4887,48.87,43.1,,24.3,,38.75666667,,36.585
150617,4967,49.67,43.1,,24.3,,39.02333333,,36.985
150618,4785,47.85,43.1,,23,,37.98333333,,35.425
150619,4478,44.78,43.1,,21.6,,36.49333333,,33.19
150623,4576,45.76,29.7,,22.1,,32.52,,33.93
150624,4690,46.9,29.7,,22.6,,33.06666667,,34.75
150625,4527,45.27,29.7,,21.9,,32.29,,33.585
150626,4192,41.92,29.7,,20.3,,30.64,,31.11
150629,4053,40.53,48.7,,19.7,,36.31,,30.115
150630,4277,42.77,48.7,,20.8,,37.42333333,,31.785
150701,4053,40.53,48.7,,19.7,,36.31,,30.115
150702,3912,39.12,48.7,,19,,35.60666667,,29.06
150703,3686,36.86,48.7,,18,,34.52,,27.43
150706,3775,37.75,22.9,,18.5,,26.38333333,,28.125
150707,3727,37.27,22.9,,18.3,,26.15666667,,27.785
150708,3507,35.07,22.9,,17.2,,25.05666667,,26.135
150709,3709,37.09,22.9,,18.2,,26.06333333,,27.645
150710,3877,38.77,22.9,,19.1,,26.92333333,,28.935
150713,3970,39.7,40.8,,19.5,,33.33333333,,29.6
150714,3924,39.24,40.8,,19.3,,33.11333333,,29.27
150715,3805,38.05,40.8,,18.7,,32.51666667,,28.375
150716,3823,38.23,40.8,,18.8,,32.61,,28.515
150717,3957,39.57,40.8,,19.5,,33.29,,29.535
150720,3992,39.92,35.9,,19.6,,31.80666667,,29.76
150721,4017,40.17,35.9,,19.7,,31.92333333,,29.935
150722,4026,40.26,35.9,,19.8,,31.98666667,,30.03
150723,4123,41.23,35.9,,20.3,,32.47666667,,30.765
150724,4070,40.7,35.9,,20,,32.2,,30.35
150727,3725,37.25,35.6,,18.3,,30.38333333,,27.775
150728,3663,36.63,35.6,,18,,30.07666667,,27.315
150729,3789,37.89,35.6,,18.6,,30.69666667,,28.245
150730,3705,37.05,35.6,,18.2,,30.28333333,,27.625
150731,3663,36.63,35.6,,18,,30.07666667,,27.315
150803,3622,36.22,23.1,,17.8,,25.70666667,,27.01
150804,3756,37.56,23.1,,18.4,,26.35333333,,27.98
150805,3694,36.94,23.1,,18.1,,26.04666667,,27.52
150806,3661,36.61,23.1,,18,,25.90333333,,27.305
150807,3744,37.44,23.1,,18.4,,26.31333333,,27.92
150810,3928,39.28,28.3,,19.3,,28.96,,29.29
150811,3927,39.27,28.3,,19.3,,28.95666667,,29.285
150812,3886,38.86,28.3,,19.1,,28.75333333,,28.98
150813,3954,39.54,28.3,,19.4,,29.08,,29.47
150814,3965,39.65,28.3,,19.4,,29.11666667,,29.525
150817,3993,39.93,28.1,,19.6,,29.21,,29.765
150818,3748,37.48,28.1,,18.4,,27.99333333,,27.94
150819,3794,37.94,28.1,,18.6,,28.21333333,,28.27
150820,3664,36.64,28.1,,18,,27.58,,27.32
150821,3507,35.07,28.1,,17.2,,26.79,,26.135
150824,3209,32.09,29.2,,15.7,,25.66333333,,23.895
150825,2964,29.64,29.2,,14.5,,24.44666667,,22.07
150826,2972,29.72,29.2,,14.3,,24.40666667,,22.01
150827,3083,30.83,29.2,,15.1,,25.04333333,,22.965
150828,3232,32.32,29.2,,15.9,,25.80666667,,24.11
150831,3205,32.05,16.7,,15.7,,21.48333333,,23.875
150901,3166,31.66,16.7,,15.6,,21.32,,23.63
150902,3160,31.6,16.7,,15.6,,21.3,,23.6
150907,3080,30.8,15.2,,15.1,,20.36666667,,22.95
150908,3170,31.7,15.2,,15.6,,20.83333333,,23.65
150909,3243,32.43,15.2,,15.9,,21.17666667,,24.165
150910,3197,31.97,15.2,,15.7,,20.95666667,,23.835
150911,3200,32,15.2,,15.7,,20.96666667,,23.85
150914,3114,31.14,23,,15.3,,23.14666667,,23.22
150915,3005,30.05,23,,14.8,,22.61666667,,22.425
150916,3152,31.52,23,,15.5,,23.34,,23.51
