150415,27.25
150416,27.78
150417,28.26
150420,29.16
150421,29.51
150422,30.06
150423,30.11
150424,30.01
150427,33.79
150428,33.55
150429,33.55
150430,33.37
150504,31.03
150505,30.16
150506,29.8
150507,29.24
150508,29.68
150511,33.14
150512,33.5
150513,33.35
150514,33.36
150515,33.03
150518,29.34
150519,29.99
150520,30.15
150521,30.56
150522,31.19
150525,32.58
150526,32.9
150527,33
150528,31.6
150529,31.6
150601,29.76
150602,30.03
150603,30.03
150604,30.16
150605,30.41
150608,38.84
150609,38.78
150610,38.75
150611,38.8
150612,38.95
150615,39.34
150616,38.76
150617,39.02
150618,37.98
150619,36.49
150623,32.52
150624,33.07
150625,32.29
150626,30.64
150629,36.31
150630,37.42
150701,36.31
150702,35.61
150703,34.52
150706,26.38
150707,26.16
150708,25.06
150709,26.06
150710,26.92
150713,33.33
150714,33.11
150715,32.52
150716,32.61
150717,33.29
150720,31.81
150721,31.92
150722,31.99
150723,32.48
150724,32.2
150727,30.38
150728,30.08
150729,30.7
150730,30.28
150731,30.08
150803,25.71
150804,26.35
150805,26.05
150806,25.9
150807,26.31
150810,28.96
150811,28.96
150812,28.75
150813,29.08
150814,29.12
150817,29.21
150818,27.99
150819,28.21
150820,27.58
150821,26.79
150824,25.66
150825,24.45
150826,24.41
150827,25.04
150828,25.81
150831,21.48
150901,21.32
150902,21.3
150907,20.37
150908,20.83
150909,21.18
150910,20.96
150911,20.97
150914,23.15
150915,22.62
150916,23.34
150917,23.02
150918,23.06
150921,22.62
150922,22.78
150923,22.42
150924,22.54
150925,22.31
150928,23.07
150929,22.76
150930,22.84
151008,22.04
151009,22.24
151012,25.12
151013,25.14
151014,24.97
151015,25.36
151016,25.64
151019,24.49
151020,24.65
151021,24.13
151022,24.39
151023,24.61
151026,25.93
151027,25.95
151028,25.75
151029,25.79
151030,25.77
151102,24.88
151103,24.82
151104,25.33
151105,25.54
151106,25.95
151109,26.52
151110,26.5
151111,26.53
151112,26.47
151113,26.3
151116,25.39
151117,25.38
151118,25.26
151119,25.42
151120,25.47
151123,20.73
151124,20.75
151125,20.85
151126,20.82
151127,19.85
151130,21.82
151201,21.85
151202,22.12
151203,22.28
151204,22.08
151207,26.29
151208,26.07
151209,26.07
151210,26.02
151211,25.95
151214,25.1
151215,25.07
151216,25.09
151217,25.3
151218,25.29
151221,26.21
151222,26.24
151223,26.19
151224,26.11
151225,26.16
151228,28.58
151229,28.68
151230,28.71
151231,28.6
160104,27.39
160105,27.36
160106,27.74
160107,26.55
160108,26.85
160111,20.29
160112,20.31
160113,19.96
160114,20.26
160115,19.7
160118,20.01
160119,20.49
160120,20.32
160121,19.83
160122,20.02
160125,21.46
160126,20.53
160127,20.45
160128,20.05
160129,20.46
160201,24.96
160202,25.26
160203,25.2
160204,25.4
160205,25.34
160215,18.72
160216,19.15
160217,19.32
160218,19.31
160219,19.3
160222,16.59
160223,16.48
160224,16.59
160225,15.67
160226,15.79
160229,19.72
160301,19.98
160302,20.53
160303,20.6
160304,20.68
160307,27.09
160308,27.1
160309,26.91
160310,26.61
160311,26.67
160314,20.1
160315,20.11
160316,20.17
160317,20.31
160318,20.58
160321,22.03
160322,21.93
160323,22
160324,21.73
160325,21.83
160328,24.89
160329,24.76
160330,25.03
160331,25.04
160401,25.06
160405,23.58
160406,23.57
160407,23.43
160408,23.35
160411,17.64
160412,17.61
160413,17.75
160414,17.81
160415,17.79
160418,21.71
160419,21.74
160420,21.51
160421,21.44
160422,21.46
160425,22.12
160426,22.18
160427,22.14
160428,22.12
160429,22.09
160503,21.44
160504,21.44
160505,21.46
160506,21.08
160509,19.24
160510,19.24
160511,19.26
160512,19.25
150513,19.22
160516,18.7
160517,18.68
160518,18.49
160519,18.49
160520,18.58
160523,22.44
160524,22.34
160525,22.32
160526,22.34
160527,22.34
160530,17.57
160531,18.05
160601,18.01
160602,18.08
160603,18.16
160606,22.91
160607,22.95
160608,22.89
160613,22.44
160614,22.47
160615,22.69
160616,22.64
160617,22.68
160620,32.89
160621,32.83
160622,32.95
160623,32.9
160624,32.71
160627,29.65
160628,29.74
160629,29.84
160630,29.83
160701,29.84
160704,21.66
160705,21.72
160706,21.79
160707,21.79
160708,21.66
160711,15.45
160712,15.73
160713,15.77
160714,15.75
160715,15.75
160718,25.05
160719,25.02
160720,24.99
160721,25.03
160722,24.91
160725,21.85
160726,22.03
160727,21.74
160728,21.78
160729,21.7
160801,21.58
160802,21.64
