17.8,438,4909
17.8,476,4947
17.8,508,5023
40.5,382,5131
40.5,393,5113
40.5,415,5106
40.5,445,5121
40.5,296,5166
43.1,225,5062
43.1,480,4887
43.1,218,4967
43.1,93,4785
43.1,498,4478
29.7,514,4576
29.7,237,4690
29.7,65,4527
29.7,261,4192
48.7,624,4053
48.7,176,4277
48.7,259,4053
48.7,174,3912
48.7,489,3686
22.9,352,3775
22.9,180,3727
22.9,602,3507
22.9,568,3709
22.9,493,3877
40.8,354,3970
40.8,281,3924
40.8,418,3805
40.8,534,3823
40.8,435,3957
35.9,425,3992
35.9,409,4017
35.9,497,4026
35.9,347,4123
35.9,55,4070
35.6,338,3725
35.6,526,3663
35.6,316,3789
35.6,358,3705
35.6,359,3663
23.1,534,3622
23.1,338,3756
23.1,367,3694
23.1,483,3661
23.1,584,3744
28.3,399,3928
28.3,359,3927
28.3,468,3886
28.3,411,3954
28.3,428,3965
28.1,155,3993
28.1,446,3748
28.1,270,3794
28.1,243,3664
28.1,102,3507
29.2,155,3209
29.2,408,2964
29.2,511,2972
29.2,549,3083
29.2,373,3232
16.7,361,3205
16.7,394,3166
16.7,320,3160
15.2,490,3080
15.2,473,3170
15.2,354,3243
15.2,403,3197
15.2,314,3200
23,291,3114
23,547,3005
23,334,3152
23,411,3086
23,459,3097
20.8,429,3156
20.8,330,3185
20.8,427,3115
20.8,350,3142
20.8,408,3092
23,338,3100
23,414,3038
23,491,3052
19.2,440,3143
19.2,504,3183
26.3,406,3287
26.3,369,3293
26.3,476,3262
26.3,453,3338
26.3,395,3391
22.9,439,3386
22.9,295,3425
22.9,448,3320
22.9,444,3368
22.9,417,3412
26.9,405,3429
26.9,341,3434
26.9,412,3375
26.9,395,3387
26.9,343,3382
25,391,3325
25,543,3316
25,463,3459
25,524,3522
25,400,3646
25.1,394,3646
25.1,410,3640
25.1,382,3650
25.1,348,3632
25.1,426,3580
22.3,398,3606
22.3,364,3604
22.3,449,3568
22.3,413,3617
22.3,380,3630
8.3,406,3610
8.3,430,3616
8.3,389,3646
8.3,201,3635
8.3,409,3436
14,411,3445
14,480,3456
14,448,3536
14,340,3584
14,412,3524
26,334,3536
26,402,3470
26,383,3472
26,379,3455
26,486,3434
22.7,390,3520
22.7,406,3510
22.7,464,3516
22.7,398,3580
22.7,464,3578
24.2,409,3642
24.2,385,3651
24.2,376,3636
24.2,415,3612
24.2,306,3627
32.9,430,3533
32.9,409,3563
32.9,367,3572
32.9,157,3539
32.9,391,3296
32.9,474,3287
32.9,164,3361
32.9,461,3125
32.9,230,3186
15.7,406,3016
15.7,327,3022
15.7,458,2949
15.7,293,3007
15.7,413,2900
16.4,494,2913
16.4,369,3007
16.4,304,2976
16.4,436,2880
16.4,422,2916
20.4,211,2938
20.4,386,2749
20.4,320,2735
20.4,482,2655
20.4,351,2737
34.6,461,2688
34.6,390,2749
34.6,442,2739
34.6,382,2781
34.6,383,2763
15,490,2746
15,431,2836
15,395,2867
15,398,2862
15,467,2860
5.9,376,2927
5.9,425,2903
5.9,213,2928
5.9,426,2741
5.9,320,2767
18.9,446,2687
18.9,516,2733
18.9,410,2849
18.9,415,2859
18.9,423,2874
37.8,404,2897
37.8,361,2901
37.8,342,2862
37.8,406,2804
37.8,449,2810
17.4,405,2859
17.4,406,2864
17.4,434,2870
17.4,451,2904
17.4,463,2955
20.8,381,3018
20.8,410,2999
20.8,351,3009
20.8,419,2960
20.8,378,2979
30.3,362,2957
30.3,481,2919
30.3,403,3000
30.3,406,3003
30.3,444,3009
24.9,397,3053
24.9,358,3050
24.9,376,3008
24.9,449,2984
7.4,390,3033
7.4,443,3023
7.4,416,3066
7.4,396,3082
7.4,355,3078
19.6,409,3033
19.6,330,3042
19.6,380,2972
19.6,407,2952
19.6,387,2959
22.2,418,2946
22.2,389,2964
22.2,392,2953
22.2,393,2945
22.2,454,2938
20,399,2992
20,406,2991
20,316,2997
20,319,2913
15.7,400,2832
15.7,405,2832
15.7,398,2837
15.7,392,2835
15.7,423,2827
13.8,393,2850
13.8,364,2843
13.8,399,2807
13.8,419,2806
13.8,418,2825
25.1,378,2843
25.1,394,2821
25.1,407,2815
25.1,399,2822
25.1,401,2821
10.8,494,2822
10.8,397,2916
10.8,412,2913
10.8,413,2925
10.8,396,2938
25.2,402,2934
25.2,391,2936
25.2,306,2927
25.2,409,2833
25.2,445,2842
25.2,385,2887
25.2,413,2872
25.2,403,2885
25.2,390,2888
25.2,427,2878
25.2,386,2905
25.2,363,2891
25.2,441,2854
25.2,417,2895
25.2,419,2912
25.2,398,2931
25.2,403,2929
25.2,456,2932
20.5,418,2988
20.5,411,3006
20.5,399,3017
20.5,372,3016
20.5,406,2988
1.8,455,2994
1.8,411,3049
1.8,394,3060
1.8,400,3054
1.8,380,3054
29.9,402,3034
29.9,391,3036
29.9,412,3027
29.9,373,3039
29.9,403,3012
20.7,435,3015
20.7,342,3050
20.7,402,2992
20.7,385,2994
20.7,374,2979
20.7,418,2953
20.7,407,2971
